"","AGSP","AICA","AMME","ANAR","APOC","ASSP","AST1","AST2","AST3","AVBA","BRDI","BRHO","BRMA","BRMI","CAAT","CAPY","CEGL","CESO","CHSU","CIQU","COAR","CRTI","CYEC","DACA","DICA","DIMU","ERBO","ERCI","ERMO","FIGA","GAAP","GAGR","GAPA","GAPH","GEDI","GEMO","HOMU","HYRA","HYSP","JUBU","LASE","LIBI","LOMU","LYHY","MAD1","MAD2","NAPU","PAVI","PLNO","SABI1","SABI2","SHAR","SIGA","SPRU","STPU","TACA","THGR","TRDU","TRER","TRGL","TRHI","TRLA","TRPR","TRSP","TRSU","UNBU","UNF1","UNF3","UNF4","UNF8","UNFR","UNGR","VISA","VUBR","XAST"
"control_control_2019_high",0,0.00724808378784859,0,0,0.0193523837135557,0.181202094696215,0.306835547018924,0.00724808378784859,0.0181202094696215,7.24808378784859e-05,0,0.00184826136590139,0,0.00845609775249002,0.00362404189392429,0,0.00726620399731821,0,0.11778136155254,7.24808378784859e-05,0,7.24808378784859e-05,0,0,0,0,0.0380524398862051,0.00246434848786852,0,7.24808378784859e-05,7.24808378784859e-05,0,0,0,0,0,0,0,0,0.00726620399731821,0,0,0.011778136155254,0.00724808378784859,0,0,0.00456629278634461,0,7.24808378784859e-05,0,0,7.24808378784859e-05,0,0,0,7.24808378784859e-05,0,0.00545418305035606,0,0,0.0217442513635458,0.0242085998514143,0,0,0.188450178484063,0,0,0,0,0,7.24808378784859e-05,7.24808378784859e-05,0,0.00906010473481073,0
"control_control_2019_low",0,0,0,0,0,0,0,0,9.50607993028875e-05,0.594129995643047,0.00953776686338971,0.218639838396641,9.50607993028875e-05,0,0,0,0.00480057036479582,0,0,0,0,0,0,0,0,0.00950607993028875,0.00598883035608191,0,0,0,0,0,0,0,0,0.00950607993028875,0.00952984513011447,0,0,0,0,0,0.0143066502950846,0,0,0,0,0,0,0,0,0,0,0,0,0.00950607993028875,0,0.0190121598605775,0,0,0.0427773596862994,0.00950607993028875,0,9.50607993028875e-05,0.00475303996514437,0,0,0,0,0,9.50607993028875e-05,0,0.038024319721155,9.50607993028875e-05,0
"control_dry_2019_high",0.0084841628959276,0.108597285067873,0,0,0.00678733031674208,0.101809954751131,0.0497737556561086,0.0135746606334842,0.00342760180995475,6.78733031674208e-05,0,6.78733031674208e-05,0,0.00850113122171946,0.00510746606334842,0,0.00682126696832579,0,0.0135746606334842,6.78733031674208e-05,0,6.78733031674208e-05,0,0,6.78733031674208e-05,0,0.0356334841628959,6.78733031674208e-05,0,6.78733031674208e-05,0,0,0,0,0,6.78733031674208e-05,0,0,0,0.00904977375565611,0,0,0.00680995475113122,0.0203619909502262,0,0,0.00936651583710407,0,0.00339366515837104,0,0,0.00117647058823529,0,0,0.00678733031674208,0.00682126696832579,0,0.0237556561085973,0.39027149321267,0,0,0.0136085972850679,0,0,0.122171945701357,0,0,0,0,0,0.00682126696832579,0.00678733031674208,0,0.0101809954751131,0
"control_dry_2019_low",0,0,0.00233553912028026,0,0,0,0,0,0,0.776223295857853,0.00915897694227555,0.0664025828314977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691502759141804,9.15897694227555e-05,0,0,0,0,0,0,0,0.00233553912028026,0.0228974423556889,0,0,0.0457948847113777,0,0,0.0149062349735535,0,0,0,0,0,0,0,0,9.15897694227555e-05,0,0,0,0.00457948847113777,0,0,0,0,0.0435051404758088,0,0,0,9.15897694227555e-05,0,0,0,0,0,0,0,9.15897694227555e-05,0.00457948847113777,0
"control_wet_2019_high",6.10047482029018e-05,0.0144886276981892,0,6.10047482029018e-05,0.0162679328541071,0.244018992811607,0.294856282980692,0,0.0366028489217411,0,0,0.012221284556648,0,0.001555621079174,6.10047482029018e-05,0,0.00614114465242544,0,0.0106758309355078,6.10047482029018e-05,0,6.10047482029018e-05,0,0,0.00610047482029018,0,0.0396530863318862,0.0137413195327036,0,6.10047482029018e-05,6.10047482029018e-05,0,0,0,0,0,6.10047482029018e-05,0,0,0.00459060730226836,0,0,0.0264353908879241,0.0183014244608705,0,0,0.001555621079174,0,0,0,0,6.10047482029018e-05,0,0,0,0,0,0.0122009496405804,0.0122009496405804,6.10047482029018e-05,0.00610047482029018,0.0122009496405804,0,0.0915071223043527,0.109808546765223,0,0,0,0,0,0.00308073978424654,0,0,0.00508372901690848,0
"control_wet_2019_low",0,0,8.32772368612809e-05,0,0,0,0,0,0.00832772368612809,0.441369355364789,0.0125124048384075,0.276896812563759,0.0166554473722562,0,0,0,8.32772368612809e-05,0,0,0,0,0,0,0,0,0,0.00832772368612809,8.32772368612809e-05,0,0,0,0,8.32772368612809e-05,0,0,0.0135533702991735,0.0249831710583843,0,0,0.00832772368612809,0,0,0.0187581976030035,0,0,0,0,0,0,0.00832772368612809,8.32772368612809e-05,8.32772368612809e-05,0,0,0,0.0333386538234661,0,0.0166554473722562,0,0,0.0353928256660444,0.00624579276459607,0,0.0166554473722562,0.0249831710583843,0,0,0,0,0,0.00832772368612809,0,8.32772368612809e-05,0.0197783437545542,0
"+N fertilizer_control_2019_high",0,0.014253809774041,0,0,0.00875810124365038,0.0262743037309511,0.160565189466924,0,0.00875810124365038,0.0470747941846208,0,0.0240847784200385,8.75810124365038e-05,0.0175162024873008,8.75810124365038e-05,0,0,8.75810124365038e-05,8.75810124365038e-05,0,0,0,0,0,0.00437905062182519,0,0.0153266771763882,0.00440824429263736,0,8.75810124365038e-05,8.75810124365038e-05,0,0,0,0,0,8.75810124365038e-05,0,0,0.00875810124365038,0,0,0.0153266771763882,0,0,0,0,0,0.00440824429263736,0,0,0.00225521107023997,0,0,0,0.0153266771763882,0,0.0372219302855141,0,0,0.00875810124365038,0.0175162024873008,0,0,0.536433701173586,0,0,0,0,0,8.75810124365038e-05,0,0,0.0218952531091259,0
"+N fertilizer_control_2019_low",0,0,7.7269800386349e-05,0,0,0,0,0,7.7269800386349e-05,0.424983902124919,0.00776561493882807,0.135222150676111,7.7269800386349e-05,0,0,0,7.7269800386349e-05,0,0,0,7.7269800386349e-05,0,0,0,0.0019703799098519,7.7269800386349e-05,0.00583386992916935,0,0,0,0,0,0,0,0,0.0115904700579523,0.0154539600772698,0,0,0,0,0,0.0141918866709594,0,0,0,0,0,0,0,0.00386349001931745,0,0,0,0,0.0231809401159047,0,0.00776561493882807,0,0,0.0888602704443013,0,0,0,0.0231809401159047,0,0,0,0,0,0.0309079201545396,0,0,0.204764971023825,0
"+N fertilizer_dry_2019_high",0,0.0422718553028227,0,9.13492280990225e-05,0.00461313601900064,0,0.153009957065863,0,0.024390243902439,0.00685119210742669,0,0.00456746140495113,9.13492280990225e-05,0.00913492280990225,0.00612039828263451,0,9.13492280990225e-05,0,0.0171279802685667,9.13492280990225e-05,0,9.13492280990225e-05,9.13492280990225e-05,0,0,0,0.0274047684297068,0.0320179044487074,0,0.0182698456198045,0.00461313601900064,0,0,0.00913492280990225,0,9.13492280990225e-05,0,0,0,0.0102996254681648,0,0,0.0137023842148534,0.0182698456198045,0,0,0.0651091623275783,0,0,0,0,9.13492280990225e-05,0,0,0.0182698456198045,0.00685119210742669,0,0.0137252215218781,0,0.0182698456198045,9.13492280990225e-05,0.036539691239609,0,0.0913492280990226,0.335708413263908,0,0,0,0,0,9.13492280990225e-05,0.00456746140495113,0,0.0068968667214762,0
"+N fertilizer_dry_2019_low",0,0,8.72105699210744e-05,0,0,0,0,0,0,0.671521388392273,0.00436052849605372,0.11773426939345,0.0174421139842149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015261849736188,0,0,0,0,0,0,0,0,0.00224567217546767,0.00547246326254742,0,0,0,0,0,0.00436052849605372,0,0,0,0,0,0,0,0,8.72105699210744e-05,0,0,0,0.0218026424802686,0,0,0,0,0.0348842279684298,0.00436052849605372,0,8.72105699210744e-05,0.00436052849605372,0,0,0,0,0,0.00872105699210744,0,0,0.0872105699210744,0
"+N fertilizer_wet_2019_high",0.00424745683521991,0.0170110646250557,0,0.0169898273408796,8.49491367043982e-05,0.0339796546817593,0.263342323783634,0.0169898273408796,0.00849491367043982,8.49491367043982e-05,0,0.00569159215919468,0,0.00288827064794954,0.00569159215919468,0,0,0,0.161403359738357,8.49491367043982e-05,0,0,0,0,0,0,0.046722025187419,0.00428993140357211,0,0.00849491367043982,0,0,0,0,0,0,8.49491367043982e-05,0,0,8.49491367043982e-05,0,0,0.00637118525282987,8.49491367043982e-05,0,0,0.00849491367043982,8.49491367043982e-05,8.49491367043982e-05,0,0,0.00853738823879202,0,0,0.0552169388578588,0.00849491367043982,0,0.00641365982118207,0,0,0.0169898273408796,8.49491367043982e-05,0,0,0.286703336377344,0,0,0,0,0,0,8.49491367043982e-05,0,0.00569159215919468,0
"+N fertilizer_wet_2019_low",0,0,8.02906521608222e-05,0,0,0,0,0,0.00802906521608222,0.572070896645858,0.00401453260804111,0.0200726630402055,0.00204741163010097,0,0,0,0,0,0,0,8.02906521608222e-05,0,0,0,0,0,0.00604187157510187,0,0,0,0,0,0,0,0,0.0221000020072663,0.0180854693992252,0,0,0,0,0,0.00405467793412152,0,0,0,0,0,0,0,0,8.02906521608222e-05,0,0,0,0.0321162608643289,0,0,0,0,0.128465043457315,0,0,0.0401453260804111,0.0802906521608222,0,0,0,0,0,0.00802906521608222,0,0,0.054196190208555,0
"+compost_control_2019_high",0,0.0031852027772733,0,0,0.0167642251435437,0,0.456825135161565,0,0.00841005294701108,0.00423296684874478,0,8.38211257177184e-05,0,0.0125941241390872,0.00282197789916319,0,0.0251463377153155,0,0.0335284502870874,8.38211257177184e-05,0,0,0,0,0,0,0.0481971472876881,0.134113801148349,0,8.38211257177184e-05,0.00561601542308713,0,0,0,8.38211257177184e-05,8.38211257177184e-05,0,0,0,0.00838211257177184,0,0,0.0279403752392395,0,0,0,0.00213743870580182,0,0,0,0,0.00630753971025831,0,0.00838211257177184,0,0,0,0.0859166538606613,0,0.0167642251435437,0.00423296684874478,0.00282197789916319,0,0,0.0474986379067071,0,0,0,0,0,0,0.0209971919922885,0,0.0167642251435437,0
"+compost_control_2019_low",0,0,0.0142274494925543,0,0,0,0,0,0,0.244237882955515,0.00948496632836953,0.0711372474627715,0.00948496632836953,0,0,0.0189699326567391,0,0,0,0,0.00474248316418477,0,0,0,0,0,0.0118562079104619,0,0,0,0,0,0,0,0,0.0284548989851086,0.237124158209238,0,0,0,0,0,0.0758797306269563,0,0,0,0,0,0,0,0,9.48496632836953e-05,0,0,0,0.00711372474627715,0,0,0,0,0.120933320686712,0.0237124158209238,0,0.0474248316418477,0.0158398937683771,0,0,0,0,0,0,0,0,0.0592810395523096,0
"+compost_dry_2019_high",0,7.82686964348609e-05,0,0,0.0234806089304583,0,0.117403044652291,0,0.0234806089304583,0.0782686964348609,0,0.121316479474034,0,0.0528313700935311,0,0,0.0704418267913748,0,0.00782686964348609,7.82686964348609e-05,0,7.82686964348609e-05,0,0,0,0,0.0587015223261456,0,0,0,0,0,0,0.00391343482174304,7.82686964348609e-05,0,7.82686964348609e-05,0,0,0.00266113567878527,0,0,0.146753805815364,0,0,0,0.0104358261913148,0,7.82686964348609e-05,0,0,0.0137165890502094,0,0,0,0.0560925657783169,0,0.0293703283371815,0,0.0313074785739443,0.00266113567878527,7.82686964348609e-05,0,0,0.107619457597934,0,0,0,0,0,7.82686964348609e-05,0,0,0.041091065628302,0
"+compost_dry_2019_low",0,0,0.00263166947607417,0,0,0,0,0,0,0.495373077849255,0.00516013622759641,0.0696618390725515,0.00691458254497919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232206130241838,0.0103202724551928,0,0,0,0,0,0,0,0.00863462795417799,0.107072826722625,0,0,0,0,0,0.0412810898207713,0,0,0,0,0,0,0,0,0,0,0,0,0.0206405449103856,0,0.0103718738174688,0,0,0.0438611579345695,0.00521173758987237,0,0.0516013622759641,0.012900340568991,0,0,0,0,0,0,0,0.0567614985035605,0.0283807492517802,0
"+compost_wet_2019_high",0,0.032311221687292,0,0,0.0226178551811044,0,0.0797010134953203,0,6.4622443374584e-05,0,6.4622443374584e-05,0.0646547545962713,0,0.0064837851519166,0,0,0.0215623552726529,0,0.012946029489375,0,0,0,0,0,0,0,0.0355423438560212,6.4622443374584e-05,0,0,0,0,0,0,0.00649455555914569,0,0,0,0,0.00432970370609713,0,6.4622443374584e-05,0.0473897918080283,0,0,0,6.4622443374584e-05,0,0,0,0,0.0096933665061876,0,0,0.0064622443374584,0.032311221687292,0,0.116320398074251,0.0096933665061876,0.145400497592814,0.0113089275905522,0,0.0064622443374584,0,0.142169375424085,0,0,0,0,0,0,0.0969659762835633,0,0.088855859640053,0
"+compost_wet_2019_low",0,0,8.20591372849367e-05,0,0,8.20591372849367e-05,0,0,0.0109959243961815,0.153860882409256,0.0041439864328893,0.342596898164611,8.20591372849367e-05,0,0,0.00820591372849367,0,0,0,0,0,0,0,0,8.20591372849367e-05,0,0.00617495008069149,0,0,0,0,0,0,0,0,0.00925216772887661,0.098470964741924,0,0,0,0,0,0.0560737438113734,0,0,0,0,0,0,0,0,0.0041439864328893,0,0,0,0.0123088705927405,0,0,0,0,0.0718017451243196,0.00820591372849367,0,0.0164118274569873,0.0164118274569873,0,8.20591372849367e-05,0,0,0,0.0328236549139747,0,0.114882792198911,0.0328236549139747,0
